"",7/2/2022
"Timezone",-4

"Serial No.","0100000078E85741"
"Location:","Jericho_11_1_4D"
"High temperature limit (°C)",40.07
"Low temperature limit (°C)",-41.32
"Date - Time","Temperature (°C)"
"5/26/2022 15:29",22.6
"5/26/2022 15:59",22.1
"5/26/2022 16:29",22.1
"5/26/2022 16:59",22.1
"5/26/2022 17:29",22.1
"5/26/2022 17:59",21.6
"5/26/2022 18:29",22.1
"5/26/2022 18:59",21.1
"5/26/2022 19:29",20.6
"5/26/2022 19:59",20.6
"5/26/2022 20:29",20.1
"5/26/2022 20:59",19.6
"5/26/2022 21:29",19.6
"5/26/2022 21:59",19.6
"5/26/2022 22:29",19.1
"5/26/2022 22:59",18.6
"5/26/2022 23:29",18.1
"5/26/2022 23:59",18.6
"5/27/2022 00:29",18.1
"5/27/2022 00:59",18.6
"5/27/2022 01:29",18.6
"5/27/2022 01:59",18.6
"5/27/2022 02:29",18.1
"5/27/2022 02:59",18.1
"5/27/2022 03:29",17.1
"5/27/2022 03:59",16.6
"5/27/2022 04:29",16.6
"5/27/2022 04:59",16.6
"5/27/2022 05:29",16.6
"5/27/2022 05:59",16.6
"5/27/2022 06:29",17.1
"5/27/2022 06:59",17.1
"5/27/2022 07:29",17.6
"5/27/2022 07:59",17.6
"5/27/2022 08:29",18.1
"5/27/2022 08:59",18.6
"5/27/2022 09:29",18.6
"5/27/2022 09:59",19.1
"5/27/2022 10:29",19.1
"5/27/2022 10:59",19.6
"5/27/2022 11:29",20.1
"5/27/2022 11:59",20.6
"5/27/2022 12:29",21.6
"5/27/2022 12:59",22.1
"5/27/2022 13:29",23.1
"5/27/2022 13:59",23.1
"5/27/2022 14:29",23.1
"5/27/2022 14:59",23.1
"5/27/2022 15:29",22.6
"5/27/2022 15:59",22.6
"5/27/2022 16:29",22.6
"5/27/2022 16:59",22.1
"5/27/2022 17:29",22.6
"5/27/2022 17:59",22.1
"5/27/2022 18:29",22.1
"5/27/2022 18:59",21.6
"5/27/2022 19:29",21.6
"5/27/2022 19:59",21.1
"5/27/2022 20:29",21.1
"5/27/2022 20:59",20.6
"5/27/2022 21:29",20.6
"5/27/2022 21:59",20.6
"5/27/2022 22:29",20.6
"5/27/2022 22:59",21.1
"5/27/2022 23:29",21.1
"5/27/2022 23:59",21.1
"5/28/2022 00:29",21.1
"5/28/2022 00:59",20.1
"5/28/2022 01:29",19.1
"5/28/2022 01:59",18.6
"5/28/2022 02:29",18.1
"5/28/2022 02:59",18.1
"5/28/2022 03:29",18.1
"5/28/2022 03:59",17.6
"5/28/2022 04:29",17.6
"5/28/2022 04:59",17.6
"5/28/2022 05:29",17.6
"5/28/2022 05:59",17.6
"5/28/2022 06:29",17.6
"5/28/2022 06:59",17.6
"5/28/2022 07:29",18.1
"5/28/2022 07:59",18.6
"5/28/2022 08:29",19.6
"5/28/2022 08:59",19.6
"5/28/2022 09:29",20.6
"5/28/2022 09:59",21.1
"5/28/2022 10:29",22.1
"5/28/2022 10:59",18.6
"5/28/2022 11:29",16.6
"5/28/2022 11:59",15.1
"5/28/2022 12:29",14.6
"5/28/2022 12:59",15.1
"5/28/2022 13:29",15.1
"5/28/2022 13:59",15.6
"5/28/2022 14:29",16.1
"5/28/2022 14:59",16.1
"5/28/2022 15:29",16.1
"5/28/2022 15:59",17.1
"5/28/2022 16:29",16.1
"5/28/2022 16:59",15.6
"5/28/2022 17:29",16.1
"5/28/2022 17:59",16.1
"5/28/2022 18:29",16.1
"5/28/2022 18:59",15.6
"5/28/2022 19:29",15.1
"5/28/2022 19:59",15.1
"5/28/2022 20:29",14.6
"5/28/2022 20:59",14.6
"5/28/2022 21:29",14.1
"5/28/2022 21:59",13.6
"5/28/2022 22:29",12.6
"5/28/2022 22:59",12.6
"5/28/2022 23:29",12.1
"5/28/2022 23:59",11.6
"5/29/2022 00:29",11.6
"5/29/2022 00:59",11.6
"5/29/2022 01:29",11.6
"5/29/2022 01:59",11.6
"5/29/2022 02:29",11.6
"5/29/2022 02:59",11.6
"5/29/2022 03:29",11.6
"5/29/2022 03:59",12.1
"5/29/2022 04:29",11.6
"5/29/2022 04:59",11.6
"5/29/2022 05:29",11.6
"5/29/2022 05:59",11.1
"5/29/2022 06:29",12.1
"5/29/2022 06:59",12.6
"5/29/2022 07:29",13.1
"5/29/2022 07:59",14.1
"5/29/2022 08:29",15.1
"5/29/2022 08:59",16.1
"5/29/2022 09:29",17.1
"5/29/2022 09:59",19.1
"5/29/2022 10:29",19.1
"5/29/2022 10:59",20.1
"5/29/2022 11:29",20.6
"5/29/2022 11:59",21.6
"5/29/2022 12:29",20.6
"5/29/2022 12:59",21.1
"5/29/2022 13:29",22.1
"5/29/2022 13:59",22.6
"5/29/2022 14:29",23.1
"5/29/2022 14:59",23.1
"5/29/2022 15:29",23.1
"5/29/2022 15:59",22.6
"5/29/2022 16:29",22.6
"5/29/2022 16:59",22.6
"5/29/2022 17:29",22.1
"5/29/2022 17:59",21.6
"5/29/2022 18:29",21.1
"5/29/2022 18:59",20.6
"5/29/2022 19:29",20.6
"5/29/2022 19:59",20.1
"5/29/2022 20:29",19.6
"5/29/2022 20:59",19.1
"5/29/2022 21:29",18.6
"5/29/2022 21:59",18.1
"5/29/2022 22:29",17.6
"5/29/2022 22:59",17.6
"5/29/2022 23:29",16.6
"5/29/2022 23:59",16.6
"5/30/2022 00:29",16.6
"5/30/2022 00:59",16.1
"5/30/2022 01:29",15.6
"5/30/2022 01:59",14.6
"5/30/2022 02:29",14.6
"5/30/2022 02:59",14.1
"5/30/2022 03:29",14.1
"5/30/2022 03:59",13.6
"5/30/2022 04:29",13.6
"5/30/2022 04:59",13.1
"5/30/2022 05:29",12.6
"5/30/2022 05:59",12.6
"5/30/2022 06:29",13.1
"5/30/2022 06:59",13.6
"5/30/2022 07:29",14.6
"5/30/2022 07:59",15.6
"5/30/2022 08:29",17.1
"5/30/2022 08:59",18.1
"5/30/2022 09:29",19.6
"5/30/2022 09:59",19.1
"5/30/2022 10:29",20.1
"5/30/2022 10:59",22.1
"5/30/2022 11:29",22.6
"5/30/2022 11:59",23.6
"5/30/2022 12:29",24.1
"5/30/2022 12:59",25.1
"5/30/2022 13:29",24.6
"5/30/2022 13:59",25.1
"5/30/2022 14:29",25.6
"5/30/2022 14:59",25.6
"5/30/2022 15:29",25.6
"5/30/2022 15:59",25.6
"5/30/2022 16:29",25.1
"5/30/2022 16:59",25.1
"5/30/2022 17:29",24.6
"5/30/2022 17:59",24.6
"5/30/2022 18:29",24.1
"5/30/2022 18:59",23.6
"5/30/2022 19:29",23.6
"5/30/2022 19:59",23.1
"5/30/2022 20:29",22.6
"5/30/2022 20:59",22.1
"5/30/2022 21:29",22.1
"5/30/2022 21:59",22.1
"5/30/2022 22:29",21.6
"5/30/2022 22:59",21.1
"5/30/2022 23:29",20.6
"5/30/2022 23:59",20.6
"5/31/2022 00:29",20.1
"5/31/2022 00:59",19.6
"5/31/2022 01:29",19.6
"5/31/2022 01:59",19.1
"5/31/2022 02:29",19.6
"5/31/2022 02:59",20.1
"5/31/2022 03:29",20.1
"5/31/2022 03:59",20.6
"5/31/2022 04:29",20.1
"5/31/2022 04:59",20.6
"5/31/2022 05:29",20.6
"5/31/2022 05:59",20.6
"5/31/2022 06:29",20.1
"5/31/2022 06:59",20.1
"5/31/2022 07:29",20.6
"5/31/2022 07:59",20.6
"5/31/2022 08:29",20.6
"5/31/2022 08:59",21.1
"5/31/2022 09:29",20.6
"5/31/2022 09:59",21.6
"5/31/2022 10:29",20.6
"5/31/2022 10:59",20.1
